value,built,penalty,effectiveness,component,route,hub,disposition,target,loc,engines,trpc_fetch,charts,inputs,tables,pdf,ai,routed,linked,in_live,integrity_flags,gaps,upgrade_to_9_10
3.9,3.9,0.0,3.9,STRStrategy,/portal/str-strategy,Real Estate Intelligence,EMBED — reference card,/portal/real-estate-mogul,956,,0,11,1,2,0,0,True,True,True,,"math inlined in the component — untestable, un-reusable, cannot be called by the AI brain ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
3.9,3.9,0.0,1.8,ClientPortalView,/portal/retirement-projection,Mortgage & Debt Elimination,EMBED — reference card,/portal/mortgage-killer,731,,1,2,0,4,0,0,True,False,True,,"math inlined in the component — untestable, un-reusable, cannot be called by the AI brain ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.9,3.9,0.0,1.8,MatchAndDeployPage,/portal/match-and-deploy,"Public, Marketing & Legal",EMBED — reference card,/,272,,0,0,4,2,0,0,True,False,True,,static — no motion or cinematic treatment,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
3.9,3.9,0.0,3.9,PlanLedger,/portal/plan-ledger,Cross-Cutting Reference Library,EMBED — reference card,/portal/library,126,clientFactFinder|planLedger,3,0,1,0,0,0,True,True,True,,no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth,"add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
3.7,3.7,0.0,1.7,MechanismDetail,/portal/mechanism/:slug,Retirement Income & Drawdown,EMBED — reference card,/portal/ecological-drivers,378,cycleEngine|mechanismDossiers|sequenceOrderings,0,0,0,0,0,0,True,False,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.6,4.0,0.4,3.6,Arena,/portal/arena,Cross-Cutting Reference Library,EMBED — reference card,/portal/library,607,,7,0,0,0,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
3.6,3.6,0.0,3.6,InfiniteBanking,/portal/infinite-banking,Cross-Cutting Reference Library,EMBED — reference card,/portal/library,377,cycleEngine|cycleScenarios,0,0,2,0,0,0,True,True,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
3.6,3.6,0.0,1.6,LongTermCare,/portal/long-term-care,"Insurance, Annuity & Carrier",EMBED — reference card,/portal/carrier-command,165,,3,0,17,6,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.5,3.9,0.4,1.6,RiskToleranceScoring,/portal/risk-tolerance,Cross-Cutting Reference Library,EMBED — reference card,/portal/library,775,,3,6,0,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.5,3.5,0.0,1.6,ClientIntakeRecommender,/portal/client-intake-recommender,AI Brain & Intelligence,EMBED — reference card,/portal/ai-brain-hub,686,,0,4,7,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.5,3.9,0.4,1.6,AffiliateLinkManager,/portal/affiliate-links,Advisor Practice & Sales Enablement,EMBED — reference card,/portal/practice-command,562,,4,7,5,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.5,3.5,0.0,3.5,PlanningCases,/portal/planning-cases,Cross-Cutting Reference Library,EMBED — reference card,/portal/library,281,,7,0,9,0,0,0,True,True,True,,no real computation — display-only ; no visualisation of the outcome ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
3.5,3.5,0.0,1.6,QbiOptimizer,/portal/qbi-optimizer,Tax Strategy,EMBED — reference card,/portal/tax-command,259,qbiDeduction|retirementLimits,0,0,10,0,0,0,True,False,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.4,3.4,0.0,1.5,RECINWorkspace,/portal/recin,Advisor Practice & Sales Enablement,UPGRADE or fold into library,/portal/practice-command,855,,3,1,0,4,0,0,True,False,True,,no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.4,3.4,0.0,3.4,TrialLogin,/trial,"Public, Marketing & Legal",UPGRADE or fold into library,/,287,api|branding,0,0,2,0,0,0,True,True,True,,static — no motion or cinematic treatment,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
3.4,3.4,0.0,0.3,Landing,,"Public, Marketing & Legal",UPGRADE or fold into library,/,258,api,0,0,0,0,0,0,False,False,True,,static — no motion or cinematic treatment,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
3.2,5.1,1.9,1.4,EducationHub,/portal/education,Education & Knowledge,UPGRADE or fold into library,/portal/education,917,,5,16,1,12,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.2,3.6,0.4,3.2,InfiniteScroll,/portal,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,522,,6,0,0,0,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
3.2,3.6,0.4,1.4,CouplesMode,/portal/couples,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,480,,5,0,2,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.2,3.2,0.0,3.2,GenomeStrategies,/portal/genome-strategies,"Discovery, Calibration & Onboarding",UPGRADE or fold into library,/portal/onboarding,403,genomeStrategyFit|wealthGenomeFactors,0,0,1,0,0,0,True,True,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
3.2,3.2,0.0,1.4,PatentShowcase,/portal/patent-showcase,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,346,patentCatalog|patentStatus,0,0,0,0,0,0,True,False,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.2,3.2,0.0,1.4,Register,/register,"Public, Marketing & Legal",UPGRADE or fold into library,/,213,passwordPolicy,1,0,5,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
3.2,3.2,0.0,1.4,ResetPassword,/reset-password,"Public, Marketing & Legal",UPGRADE or fold into library,/,191,passwordPolicy,1,0,2,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
3.2,3.2,0.0,3.2,ForgotPassword,/forgot-password,"Public, Marketing & Legal",UPGRADE or fold into library,/,134,,1,0,1,0,0,0,True,True,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
3.2,3.2,0.0,3.2,Mechanisms,/portal/mechanisms,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,130,cycleEngine|mechanismDossiers|sequenceOrderings,0,0,0,0,0,0,True,True,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
3.1,3.5,0.4,1.4,AgencyTutorial,/portal/agency-tutorial,Education & Knowledge,UPGRADE or fold into library,/portal/education,979,,3,0,1,2,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.1,3.1,0.0,1.4,VoiceStudio,/portal/voice,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,152,,5,0,3,0,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
3.0,3.0,0.0,1.4,Inheritance,/portal/inheritance,"Estate, Trust & Legacy",UPGRADE or fold into library,/portal/estate-command,192,,3,0,10,4,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.8,4.2,1.4,1.3,IndividualAgentTutorial,/portal/agent-tutorial,Advisor Practice & Sales Enablement,UPGRADE or fold into library,/portal/practice-command,988,,3,4,1,2,0,0,True,False,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.8,3.2,0.4,2.8,MorningRitual,/portal/morning-ritual,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,484,,8,0,1,0,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
2.8,3.2,0.4,1.3,DailyBriefing,/portal/daily-briefing,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,453,,7,0,0,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.8,3.2,0.4,1.3,RewardsVault,/portal/rewards,Engagement & Behavioral,UPGRADE or fold into library,/portal/engagement,338,,5,0,0,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.8,2.8,0.0,2.8,IulEngine,/portal/iul-engine,IUL & Policy Engineering,UPGRADE or fold into library,/portal/time-machine-calculator,112,,2,0,4,6,0,0,True,True,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
2.7,2.7,0.0,0.3,ComplianceDisclosure,,Compliance & Supervision,UPGRADE or fold into library,/portal/compliance-center,841,,1,0,5,0,0,0,False,False,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.7,2.7,0.0,2.7,Login,/login,"Public, Marketing & Legal",UPGRADE or fold into library,/,195,aiIntakeScript|api|loginDisclaimers,0,0,4,0,0,0,True,True,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,2.7,MassiveCalculatorsPage,/calculators,"Public, Marketing & Legal",UPGRADE or fold into library,/,194,calculatorCatalog,0,0,1,0,0,0,True,True,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,2.7,LiquidityRoutes,/portal/liquidity-routes,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,184,liquidityRoutes,0,0,0,0,0,0,True,True,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
2.7,2.7,0.0,1.2,HowAFigureIsMade,/portal/how-a-figure-is-made,Education & Knowledge,UPGRADE or fold into library,/portal/education,180,provenance,0,0,0,0,0,0,True,False,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.7,2.7,0.0,1.2,CareerPathPage,/portal/career-path,"Public, Marketing & Legal",UPGRADE or fold into library,/,179,,0,0,3,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,1.2,CertificationsPage,/portal/certifications,"Public, Marketing & Legal",UPGRADE or fold into library,/,176,,0,0,3,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,1.2,AutoCloserPage,/portal/auto-closer,"Public, Marketing & Legal",UPGRADE or fold into library,/,174,,0,0,2,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,1.2,DealRoomPage,/portal/deal-room,"Public, Marketing & Legal",UPGRADE or fold into library,/,170,,0,0,1,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,1.2,SecondaryInformation,/portal/secondary-information,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,119,secondaryCatalog,0,0,1,0,0,0,True,False,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
2.7,2.7,0.0,1.2,RiskScorePage,/portal/risk-score,"Public, Marketing & Legal",UPGRADE or fold into library,/,101,,0,0,0,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,2.7,Thresholds,/portal/thresholds,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,82,cycleEngine|thresholds,0,0,0,0,0,0,True,True,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
2.7,2.7,0.0,1.2,OilGasPage,/portal/oil-gas,"Public, Marketing & Legal",UPGRADE or fold into library,/,67,,0,0,2,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,1.2,IndexBacktesterPage,/portal/index-backtester-pro,"Public, Marketing & Legal",MERGE into canonical version,IndexBacktester,65,,0,0,2,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,2.7,Sphere,/portal/sphere,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,59,sphere,0,0,0,0,0,0,True,True,True,,"no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
2.7,2.7,0.0,1.2,NotFound,/404,"Public, Marketing & Legal",UPGRADE or fold into library,/,56,,0,0,0,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.7,2.7,0.0,1.2,ExecutiveEntrance,/executive,"Public, Marketing & Legal",UPGRADE or fold into library,/,29,,0,0,0,0,0,0,True,False,True,,static — no motion or cinematic treatment ; thin copy,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
2.6,2.6,0.0,2.6,TrustsPage,/portal/trusts,"Estate, Trust & Legacy",UPGRADE or fold into library,/portal/estate-command,883,,0,4,0,2,0,0,True,True,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
2.6,3.0,0.4,2.6,ComparisonDashboard,/portal/comparison,Scenario Lab & Comparison,UPGRADE or fold into library,/portal/scenario-lab,697,,0,8,1,4,0,0,True,True,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
2.6,2.6,0.0,2.6,StrategyCompareTool,/portal/strategy-compare,Scenario Lab & Comparison,UPGRADE or fold into library,/portal/scenario-lab,517,,0,7,1,4,0,0,True,True,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
