index,route,component,category,usefulnessScore,renderHealth,implementationLevel,recommendation,mergeTarget,confidence,sourceFile,rationale,instructions
123,/portal/owner-oversight,OwnerOversight,administration,7,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/OwnerOversight.tsx,"The Owner Oversight dashboard provides essential administrative workflows and connects to multiple real tRPC queries for team and document management. However, its visual reporting relies heavily on mock data generators and actions like export are simulated with timeouts.",Replace the mock data generators with real backend metrics queries for the charts and performance views. Implement the actual export functionality instead of using a simulated timeout delay.
124,/portal/predictive-analytics,PredictiveAnalytics,portal_other,3,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/PredictiveAnalytics.tsx,"The page is a complex prototype that performs extensive client-side financial calculations using hardcoded initial state. Although it imports and calls several tRPC queries, the results are unused, making the backend integration simulated.",Connect the tRPC queries to actually populate the client profile and scenario data instead of using hardcoded defaults. Remove unused tRPC queries or implement their corresponding UI sections.
125,/portal/collaborative-planning,CollaborativePlanning,portal_other,3,at_risk,client_only,Move to Secondary Information,/portal/dashboard,0.95,client/src/pages/portal/CollaborativePlanning.tsx,"The page uses static arrays (DEFAULT_TASKS, DEFAULT_NOTES, DOCUMENTS, TEAM_MEMBERS) for all its data and relies on local React state (useState) for interactions like adding notes and updating task status. There are trpc hooks present but they are explicitly disabled (`{ enabled: false }`). Additionally, the timeline tab mutates the state-derived `tasks` array during render (`tasks.sort(...)`), which is a React anti-pattern and render risk.","Merge the collaborative planning workflow into the main client dashboard or retire if it's just a mockup. The page currently relies on hardcoded data arrays and local state mutations, making it non-functional for real multi-advisor collaboration."
126,/portal/market-data,MarketDataDashboard,portal_other,5,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/MarketDataDashboard.tsx,"The page fetches live feed snapshots and market data via tRPC, demonstrating mixed connectivity. However, most visual charts and tables rely on large hardcoded arrays, and the analytics tab is a static paywall placeholder.",Replace the hardcoded reference arrays with dynamic tRPC endpoints. Remove the placeholder analytics tab or implement its functionality.
127,/portal/ai-meeting-notes,AIMeetingNotes,ai_workflow,2,healthy,prototype,Retire,,0.95,client/src/pages/portal/AIMeetingNotes.tsx,"The page is a low-value prototype consisting mostly of placeholder buttons logging to the console, hardcoded chart data, and over 700 lines of filler comments to reach 1000 lines. While it queries some trpc endpoints, it has no mutations or real interactive state.","Retire the page after owner approval as it contains no real functionality. The page consists of hardcoded chart data, hundreds of filler lines, and placeholder buttons that only log to the console."
128,/portal/client-portal-config,ClientPortal,client_workflow,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/ClientPortal.tsx,"The page declares 8 tRPC queries but does not use them, relying entirely on large mock arrays like SAMPLE_DOCUMENTS and MILESTONES. All 30 interactive elements trigger simulated toast messages without any real mutations or form submissions. It functions purely as a visual preview prototype.",Move the static presentation code to Secondary Information for reference. Replace this route with a fully connected version using the actual tRPC queries and mutations.
129,/portal/document-templates,DocumentTemplates,reports_documents,3,healthy,client_only,Keep,,0.95,client/src/pages/portal/DocumentTemplates.tsx,"The page is a pure frontend prototype relying on a hardcoded TEMPLATES array for data. Although multiple tRPC queries and mutations are defined, all queries are explicitly disabled and mutations are never called, with all state changes happening only in local React state.","Connect the disabled tRPC queries to the backend to fetch real templates. Replace the hardcoded TEMPLATES array and local state modifications with actual database mutations for saving, starring, and AI generation."
130,/portal/commission-calculator,CommissionCalculator,analysis_calculator,5,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/CommissionCalculator.tsx,"The page is a complex, feature-rich commission calculator, but all policy data is managed in local React state with mock placeholder data. While it fetches TRPC data (clients, team, goals, marketData), the core policy management workflow is entirely client-side and simulated without backend persistence.","Move this tool to a secondary resource section since it doesn't persist data to the backend. Alternatively, integrate it with TRPC mutations to save policies to the database."
131,/portal/carrier-comparison,CarrierComparison,portal_other,7,healthy,client_only,Keep,,0.95,client/src/pages/portal/CarrierComparison.tsx,"The CarrierComparison component renders a static list of insurance products and performs client-side filtering and comparisons. Although it declares several tRPC queries (like clients.list, notes.list, etc.), none of them are actually used in the rendering logic. Therefore, it is a client-only implementation acting as a static reference tool.",Remove unused tRPC hooks to clean up the code. Ensure the static PRODUCTS list is moved to a database or external API if dynamic updates are needed.
132,/portal/referral-tracking,ReferralTracking,portal_other,3,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/ReferralTracking.tsx,"The page relies entirely on extensive hardcoded mock data and disabled tRPC query hooks. It contains zero mutations, uses simulated timers for refresh actions, and includes numerous dummy action handlers, confirming it is just a presentation prototype.",Move this prototype to Secondary Information as it relies purely on mock data and simulated actions. A complete backend implementation with real database mutations is required before it can be useful.
133,/portal/tax-brackets,TaxBracketVisualizer,portal_other,8,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/TaxBracketVisualizer.tsx,"The page is highly functional with complex tax logic, dynamic Recharts, and actual tRPC data fetching and tracking. However, it relies on local state for simulation, uses a fake timeout for recalculation, and artificially inflates its line count with 150 hidden spacer divs.",Remove the 150 hidden spacer divs that artificially inflate line count. Refine state management to integrate simulation inputs more deeply with the backend instead of relying solely on local state overrides and artificial loading timeouts.
134,/portal/policy-review-checklist,PolicyReviewChecklist,portal_other,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/PolicyReviewChecklist.tsx,"The page contains a comprehensive but entirely client-side checklist initialized from hardcoded data. While it has several tRPC queries, their results are never used in the render. All state changes (like checking items or resetting) happen locally without persistence, making this a prototype or static reference rather than a functional tool.","Move to Secondary Information or merge into a real policy review workflow. The page has extensive hardcoded data and client-side only state, with unused tRPC queries."
135,/portal/income-gap,IncomeGapAnalyzer,portal_other,8,healthy,mixed_connected,Keep,,0.9,client/src/pages/portal/IncomeGapAnalyzer.tsx,"The page is a highly interactive calculator with extensive client-side state for variables like desired income and age, but it also uses tRPC queries and mutations (e.g., scenarios.save) for real persistence. It provides a valuable and complex workflow for financial analysis with numerous charts and data inputs.",Keep the page as it provides a comprehensive workflow for analyzing income gaps and successfully integrates with backend endpoints for saving scenarios. Consider moving some complex local state calculations to the backend if performance issues arise.
136,/portal/medicare-irmaa,MedicareIRMAA,portal_other,3,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/MedicareIRMAA.tsx,"The page is a static calculator relying entirely on hardcoded 2025 brackets and client-side React state. Despite declaring tRPC hooks, they are unused; the component features hardcoded success toasts, fake API status tables, and explicit dummy padding lines.","Remove the dummy padding lines and hardcoded API status tables. Merge the core calculator functionality into a more robust financial planning tool, or move it to Secondary Information if it remains a standalone prototype."
137,/portal/iul-historical,IULHistoricalPerformance,portal_other,8,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/IULHistoricalPerformance.tsx,"The page is a highly complex interactive tool (1200 lines, 36 charts) modeling IUL historical performance. It includes real tRPC mutations to save scenarios and log activity, but its queries for market and strategy data are disabled and fall back to hardcoded mock data, indicating a mixed connected implementation.",Enable the tRPC queries to fetch real market data instead of relying on hardcoded arrays. Ensure the save scenario mutation properly updates the client profile.
138,/portal/index-strategies,IndexStrategyComparison,portal_other,4,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/IndexStrategyComparison.tsx,"The page contains several tRPC hooks for data fetching and mutations, but they are either completely unused or their results are ignored (e.g., an empty useEffect for marketDataQuery.data). The core logic relies entirely on hardcoded arrays (SP500_RETURNS, DEFAULT_STRATEGIES) and local state, making it a client-only prototype calculator without actual persistence or real server behavior.",Move the component and its complex hardcoded calculators out of the primary application routes into a secondary documentation or reference section. Remove the unused tRPC hooks and empty mutations before moving.
139,/portal/retirement-projection,RetirementIncomeProjection,portal_other,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/RetirementIncomeProjection.tsx,"The page contains 7 tRPC queries but 0 mutations, indicating it reads data but does not save it. It has 50 random values (e.g., handleAction0 through handleAction49) which suggests heavy simulation or placeholder behavior, despite the real queries.",Remove the 50 hardcoded random handlers and replace them with real data logic. Refactor the page to reduce the 1651 lines of code by extracting smaller components.
140,/portal/tax-advantaged-growth,TaxAdvantagedGrowth,portal_other,6,healthy,client_only,Improve,,0.95,client/src/pages/portal/TaxAdvantagedGrowth.tsx,"The page is a highly complex, presentation-heavy calculator utilizing `useClientData` for initialization but primarily relies on extensive client-side state (`useState`) to compute hypothetical financial projections. Although five tRPC queries are imported and called, their returned data is completely unused in the render or logic, rendering the page effectively client-only.",Remove the unused tRPC queries that do not affect the component's state or render. Connect the page to a backend to persist calculation inputs or export generated projections.
141,/shared/:token,SharedProjection,public_or_auth,9,healthy,database_backed,Keep,,0.95,client/src/pages/SharedProjection.tsx,"The page uses a tRPC query (`trpc.sharedProjections.getByToken`) to fetch real projection data from the server using the route token. It properly handles loading, error, and expiration states, and dynamically renders complex financial projections and charts based on the fetched data, proving it is fully database-backed.",Maintain this page as it provides essential functionality for sharing projections with clients. No immediate changes are required.
142,/shared-slides/:token,SharedSlidesViewer,public_or_auth,9,healthy,database_backed,Keep,,0.95,client/src/pages/SharedSlidesViewer.tsx,"The page has real tRPC integration (`trpc.slides.getByShareToken.useQuery`) and handles loading/error states properly. It has a complex, interactive presentation viewer with fullscreen support and comment functionality, proving strong implementation value.",Keep as the primary presentation viewer. Consider adding download options or more robust access control features.
143,/portal/voice-plan,VoicePlanBuilder,portal_other,8,healthy,database_backed,Keep,,0.95,client/src/pages/portal/VoicePlanBuilder.tsx,"The component makes multiple tRPC queries (clients, strategy, riskScoring, team, compliance, marketData, scenarios) and uses AI-related mutations. Despite a few hardcoded values (random metrics), it represents a high-value workflow with real server connections.",The page demonstrates robust integration with the backend through numerous tRPC queries and functional mutations. Keep the page and ensure all edge cases are tested.
144,/portal/client-snapshot,ClientSnapshotMap,client_workflow,7,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ClientSnapshotMap.tsx,"The page fetches a client list via tRPC (`trpc.clients.list.useQuery()`) and uses it to populate the client selector. However, the vast majority of the page's functionality (FICO, credit cards, CDs, annuities, pensions, inheritance, real estate) relies entirely on extensive local `useState` hooks with default values and performs client-side calculations without saving back to the database. It provides a useful, high-value comprehensive snapshot but suffers from significant state gaps since user inputs are lost on refresh.","Move the extensive local-state calculators and projection tabs into separate focused pages or connect them to the backend to persist client data. Currently, only the initial client list is fetched from the server."
145,/portal/tax-opportunities,TaxOpportunityDetector,portal_other,8,healthy,mixed_connected,Keep,,0.9,client/src/pages/portal/TaxOpportunityDetector.tsx,"The page provides a robust, interactive tool for identifying tax opportunities based on client data. It connects to tRPC endpoints for client lists, tax history, recommendations, and saving strategies, but also heavily relies on client-side calculations for tax brackets and deductions.",Consider moving complex tax calculations (like RMD projections or bracket optimizations) to the backend to ensure consistency across the application. Add more comprehensive error handling for the tRPC mutations.
146,/portal/workflow-automations,WorkflowAutomations,portal_other,3,healthy,client_only,Move to Secondary Information,,0.9,client/src/pages/portal/WorkflowAutomations.tsx,The page uses a hardcoded PRESET_RULES array and a setTimeout to simulate loading. Five tRPC queries are imported and called but their returned data is never used in the UI.,Move this prototype to Secondary Information since it is a pure client-side simulation. Remove the unused tRPC hooks and consider migrating the static logic to a real backend if this feature is prioritized.
147,/portal/scenario-side-by-side,ScenarioSideBySide,portal_other,8,healthy,database_backed,Keep,,0.9,client/src/pages/portal/ScenarioSideBySide.tsx,"The page provides a robust scenario side-by-side comparison tool with heavy data visualization (39 charts). It is fully integrated with the backend via 6 tRPC queries fetching real client, market, risk, and strategy data.",Maintain the page as a core analytical tool. Consider adding mutations if users need to save specific comparison views.
148,/portal/client-health,ClientHealthDashboard,client_workflow,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ClientHealthDashboard.tsx,"The page uses genuine tRPC queries for clients, team members, market data, and alerts, and real mutations for notes and meetings. However, the core client health scoring, alerts generation, historical trends, and risk metrics are heavily simulated in useMemo blocks on the client side.","Replace the simulated client health logic (historical data, risk metrics, health scores) with actual backend API calls. Wire up the remaining UI controls like 'Email Report' and 'Assign' to real mutations."
149,/portal/client-intake,ClientIntakeInterview,client_workflow,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/ClientIntakeInterview.tsx,"The page is a highly complex prototype that simulates an interactive client intake interview and dashboard. While it includes tRPC queries and mutations, the queries are unused and the mutations merely trigger hardcoded success toasts without real data persistence. The extensive use of mock tables, simulated timers, and local state confirms its prototype nature.","Move this page to Secondary Information since it is a static prototype with simulated interactions. Before retiring or refactoring, owner approval is required to confirm if the complex UI layout should be preserved for a future real implementation."
150,/portal/portfolio-drift,PortfolioDriftMonitor,portal_other,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/PortfolioDriftMonitor.tsx,"The component defines tRPC queries (e.g., clients.list, marketData.getLatest) but never actually uses the returned data. Instead, it relies entirely on hardcoded constants like DEFAULT_PORTFOLIO and HISTORICAL_DRIFT_DATA, using setTimeout and Math.random() to simulate drift and rebalance actions purely on the client side.",Connect the component to actual backend endpoints to fetch real portfolio and market data. Remove the simulated random drift generation and rely on actual live metrics before moving it back to primary navigation.
151,/portal/data-query,NaturalLanguageQuery,portal_other,3,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/NaturalLanguageQuery.tsx,"The component simulates natural language queries by applying regex checks to the client list fetched via tRPC, assigning random confidence scores and returning static fallback answers. The 'processQuery' function operates entirely client-side without any real NLP or backend processing, making it a prototype.","The page's natural language querying is entirely simulated with regex rules on client-side data, and heavily relies on hardcoded patterns and random confidence scores. It should be moved to Secondary Information until a real backend NLP service is implemented."
152,/portal/engagement-score,ClientEngagementScore,portal_other,6,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/ClientEngagementScore.tsx,The page connects to tRPC for client lists and activities but wraps the data in a heavy client-side mock data generator (`generateMockData`) for engagement metrics. It logs actions to the backend but the core engagement scoring logic is simulated on the client.,Move mock data generation to backend and use real metrics. Remove client-side simulated data functions.
153,/portal/presentation-builder,PresentationBuilder,reports_documents,4,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/PresentationBuilder.tsx,"The page loads some read-only tRPC queries for clients/notes, but presentation creation, saving, and exporting are entirely client-side state with simulated toasts. The \""Data Sources\"" tab shows static data objects (portfolioData, projectionData, etc.) and non-functional \""Edit Data Points\"" buttons. It functions as a complex static prototype rather than a real persisted tool.","This is a heavy client-side UI with complex local state (slides array, drag/drop sorting, auto-populate logic) but no actual backend persistence for the presentations created. The data tab claims integration but only has placeholder edit buttons. Move to secondary information or retire if a real presentation builder isn't planned, as this is essentially a static prototype."
154,/portal/ai-slides,AISlideGenerator,reports_documents,9,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/AISlideGenerator.tsx,"The source code shows active integration with TRPC for fetching clients, remaining slide quota, and generating/saving PPTX files. The implementation is robust with proper error handling and state management, lacking any placeholder or simulation code.",Continue to monitor usage and consider adding more analytics data if requested by users. No immediate action required.
155,/portal/my-slides,MySlides,reports_documents,8,healthy,database_backed,Keep,,0.95,client/src/pages/portal/MySlides.tsx,"The MySlides page features a robust presentation interface with real server integration, using multiple distinct tRPC queries and mutations for operations like listing, updating, duplicating, and deleting slides. It maintains strong user states for presentation mode and collaboration without relying on simulated data.",Ensure test coverage exists for all tRPC mutations and continue maintaining the complex presentation state logic.
156,/portal/command-center,OwnerWarRoom,portal_other,3,healthy,prototype,Retire,,0.95,client/src/pages/portal/OwnerWarRoom.tsx,The page defines 9 tRPC queries but relies extensively on Math.random() and simulated timers to populate its 33 charts and active states. It functions primarily as a presentation prototype rather than a genuinely connected war room.,"Retire the page as it relies heavily on mock data and simulated timers for its numerous charts, providing no real operational value. If the layout is needed for future development, move it to secondary information."
157,/portal/batch-slides,BatchSlides,reports_documents,3,healthy,prototype,Move to Secondary Information,,0.9,client/src/pages/portal/BatchSlides.tsx,"The page is largely a prototype. Although it contains hooks for `trpc.slides.batchGenerate.useMutation` and `trpc.clients.list.useQuery`, the source code contains 400 `dummyVar` declarations to artificially inflate line count, and hardcoded static arrays for generation stats. The actual logic is minimal and presentation-heavy.",Remove the massive blocks of dummy variables and hardcoded static data. Implement real backend integrations for the statistics and presentation generation before considering this for production.
158,/portal/compliance-audit-trail,ComplianceAuditTrail,ai_workflow,4,healthy,prototype,Improve,,0.95,client/src/pages/portal/ComplianceAuditTrail.tsx,The page uses tRPC queries to fetch some data but heavily relies on a client-side loop with Math.random() to generate 200 mock audit entries. This indicates it is a simulated prototype rather than a fully functional feature.,Remove client-side mock data generation and fully integrate the table with real backend data via tRPC. Enhance the error handling and loading states to reflect actual API responses.
159,/portal/lead-generator,LeadGenerator,portal_other,3,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/LeadGenerator.tsx,"The page is a highly simulated prototype that generates mock leads using Math.random() inside a setTimeout, despite defining several tRPC hooks. The tRPC queries are explicitly disabled ({ enabled: false }), confirming it is not actually database-backed or internet-backed.",Move this prototype to Secondary Information since it relies on simulated data generation with Math.random() and setTimeout. Remove or document the disabled tRPC queries to prevent confusion.
160,/portal/financial-vitals,FinancialVitalsScorecard,portal_other,5,healthy,prototype,Improve,,0.9,client/src/pages/portal/FinancialVitalsScorecard.tsx,"The page is a highly complex prototype dashboard featuring many charts and metrics but relies entirely on client-side calculations (`computeVitals`), hardcoded generation functions (`generateTrendData` with `Math.random()`), and lacks any server mutations (0 `trpc_mutations`). Although it fetches client lists and stats via `trpc_queries`, the core functionality is simulated and presentation-heavy.",Replace the client-side `computeVitals` and mock data generation with real backend trpc endpoints to persist and retrieve scorecard history. Connect the interactive elements like 'Run Simulation' to actual server mutations.
161,/portal/estate-document-gen,EstateDocumentGenerator,reports_documents,3,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/EstateDocumentGenerator.tsx,"The page relies on a client-side `generateDocContent` function that returns hardcoded text templates with placeholders like `[SPOUSE NAME]` and `[NUMBER]`. All generation, including the 2-second simulated delay, occurs on the client without mutations. Subsequent actions like ""Share with Client"" lack handlers, and the checklist uses a hardcoded 40% completion bar.","Since the page merely generates static text drafts with hardcoded placeholders on the client side, it should be moved to Secondary Information to avoid misleading users into thinking it performs actual server-side legal document generation. Remove the PRO badge and explicitly label it as a static template viewer."
162,/portal/retirement-guardrails,RetirementGuardrails,ai_workflow,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/RetirementGuardrails.tsx,"The page provides a comprehensive retirement guardrails simulation that is fully database-backed, leveraging real client data, market data, risk profiles, and tax rates via tRPC. It includes complex charting and data visualization without significant duplication or mock data reliance.",Continue maintaining the page. Ensure the single simulated timer for loading states is eventually replaced with actual query loading states if possible.
163,/portal/client-self-service,ClientSelfServicePortal,client_workflow,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ClientSelfServicePortal.tsx,"The page uses 6 tRPC queries for fetching data (clients, stats, activity, compliance logs, messages, documents), but has 0 tRPC mutations. The settings save button and export/refresh actions use hardcoded success toasts and simulated timers instead of actual backend operations.",Convert the hardcoded settings save button to use a tRPC mutation to actually persist configuration changes. Replace simulated timers and hardcoded success toasts with real backend interactions for data exports and refreshes.
164,/portal/tax-loss-harvesting,TaxLossHarvestingScanner,portal_other,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/TaxLossHarvestingScanner.tsx,The page uses hardcoded `SAMPLE_HOLDINGS` data and a simulated 2-second `setTimeout` loading state. The `executeHarvest` function only shows a toast message and resets state without any tRPC mutations. Five out of six tRPC queries are explicitly disabled.,The page relies entirely on hardcoded sample holdings and a mocked execution function. The tRPC queries are mostly disabled and unused. It should be moved to secondary information or retired until backend integration and actual execution logic are implemented.
165,/portal/beneficiary-optimization,BeneficiaryOptimization,portal_other,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/BeneficiaryOptimization.tsx,"The page uses tRPC to read some data but relies on a hardcoded `generateAccounts` function to create dummy beneficiary accounts based on simple client properties. All subsequent interactions, filters, charts, and simulations are purely client-side state without any server mutations.","Move this page to Secondary Information or retire it. If retained, replace the hardcoded `generateAccounts` and client-side simulations with actual backend data and persistence."
166,/portal/fee-transparency,FeeTransparencyDashboard,portal_other,5,healthy,client_only,Improve,,0.95,client/src/pages/portal/FeeTransparencyDashboard.tsx,The page provides a comprehensive UI for fee transparency but calculates all fee data client-side using hardcoded basis point assumptions rather than a real billing engine. Key actions like PDF export are simulated with timeouts.,Move the fee calculation logic to the backend to use actual billing data instead of client-side estimates. Implement real PDF generation for the export functionality.
167,/portal/succession-planning,SuccessionPlanningWizard,portal_other,4,at_risk,prototype,Move to Secondary Information,,0.9,client/src/pages/portal/SuccessionPlanningWizard.tsx,"The succession planning wizard is a client-side prototype with placeholder logic and inert export buttons. While it uses tRPC for saving, the core calculation and reporting features lack robust backend persistence and validation, and string replacements on empty initial states create render risks. The presence of unused filler components further indicates it is not production-ready.","Move the succession planning wizard to Secondary Information pending a complete backend integration of the valuation logic. Fix the render risks by ensuring string replacements are only called on valid non-empty strings, and clean up the dead code."
168,/portal/ai-policy-review,AIPolicyReviewGap,ai_workflow,5,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/AIPolicyReviewGap.tsx,"The page uses client-side calculations (`analyzeGapsDetailed`) to derive all its metrics, charts, and recommendations. While it fetches initial data via tRPC queries, all interactive features (analysis, proposal generation, sharing) are simulated with `setTimeout` or local state changes without real backend persistence.",Keep the page but move it to Secondary Information as it is primarily a presentation-heavy calculator with simulated actions. Connect the 'Run AI Analysis' and 'Generate Implementation Plan' buttons to actual backend mutations rather than simulated timeouts.
169,/portal/smart-rebalancing,SmartRebalancingAlerts,portal_other,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/SmartRebalancingAlerts.tsx,"The page reads real client, strategy, and market data via tRPC queries (e.g., trpc.clients.list, trpc.complianceAlerts.list), but the core rebalancing execution action uses a simulated setInterval progress bar instead of a backend mutation. The UI is complex and feature-rich but incomplete in its primary write operation.",Replace the simulated setInterval execution block with an actual tRPC mutation to process the rebalancing trades. Integrate the mock confirmation flow with the backend execution service.
170,/portal/compliance-monitoring,ComplianceMonitoringDashboard,portal_other,4,healthy,prototype,Improve,,0.95,client/src/pages/portal/ComplianceMonitoringDashboard.tsx,"The page is a highly detailed prototype with extensive UI components. However, the core data is driven by a 50-item mock generator, and most interactive actions just trigger dummy toast notifications. While it fetches some TRPC queries for high-level stats, the primary list data is disconnected from the database.","Replace the `generateComplianceItems` mock array with a TRPC query that fetches real compliance items from the database. Implement the corresponding TRPC mutations for the actions currently triggering dummy toasts (e.g., marking items resolved, updating settings, creating policies)."
171,/portal/multi-gen-wealth,MultiGenWealthTransfer,portal_other,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/MultiGenWealthTransfer.tsx,"The page is a presentation-heavy prototype that relies on a simulated Monte Carlo progress bar and heavily hardcoded chart data generators. Although it fetches some client data via tRPC, the core projections and simulations are static client-side math.",Move the page to Secondary Information pending owner review. Replace the simulated Monte Carlo timer and hardcoded data generators with actual backend calculation endpoints before promoting it to a primary workflow.
172,/portal/charitable-giving,CharitableGivingOptimizer,portal_other,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/CharitableGivingOptimizer.tsx,"The page is a detailed visualization tool connecting to multiple tRPC queries (clients, taxRates) and a mutation to save strategies. However, the core strategy logic and its rules are hardcoded on the client in the computeStrategies function, rendering it a mixed implementation.",Move the client-side computeStrategies logic to the backend to centralize tax rules and strategy generation. Replace placeholder search and hardcoded mock strategy definitions with database-driven or server-calculated responses.
173,/portal/market-stress-test,MarketScenarioStressTest,portal_other,8,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/MarketScenarioStressTest.tsx,"The page connects to trpc queries (clients.list, scenarios.list, marketData.getLatest, etc.) to fetch data, but computeImpact logic is done on the client side. It has extensive charts and data visualization.",Keep this page as it provides a valuable workflow with solid integration of trpc queries. Consider moving to full backend processing for stress test computations to improve accuracy and scalability.
174,/portal/client-onboarding-auto,ClientOnboardingAutomation,client_workflow,4,healthy,prototype,Merge,/portal/client-onboarding,0.95,client/src/pages/portal/ClientOnboardingAutomation.tsx,"The page relies entirely on hardcoded mock data arrays and simulated interactions with `setTimeout` and hardcoded success toasts. Although several tRPC hooks are declared at the top of the component, their data is never used in the UI rendering. The page functions as a client-only prototype rather than a working dashboard.","Convert hardcoded mock data (PIPELINE_DATA, COMPLIANCE_ALERTS, etc.) and simulated actions (handleRefresh, handleSubmit) to use actual tRPC mutations and backend queries. Since this appears to be a prototype dashboard, merge it into the main client onboarding flow or retire it if it's purely a conceptual mockup."
175,/portal/commission-tracker,CommissionTracker,portal_other,3,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/CommissionTracker.tsx,"The page is entirely client-side, using hardcoded static data (`TOOL_COMMISSIONS`) and `Math.random()` for charts. It includes tRPC queries but they are all disabled (`enabled: false`) and their data is never used. It functions as a static presentation/calculator rather than a true application feature.",Move to Secondary Information as this is a static marketing or presentation page. Remove unused tRPC hooks and consider if this content belongs in a CMS or presentation deck instead of a functional route.
176,/portal/admin,EnterpriseAdmin,administration,8,healthy,database_backed,Keep,,0.95,client/src/pages/portal/EnterpriseAdmin.tsx,"The page is a highly developed dashboard with 5 tRPC queries and 1 mutation, confirming it is database-backed. It shares its source component with /portal/enterprise, which serves as a legitimate alias rather than accidental duplication. However, it still relies on some client-side simulation for feature flags and system health.",Keep the page as it provides essential enterprise administration workflows. Consider replacing the simulated feature flags and system health indicators with real backend integrations to fully realize its value.
177,/portal/enterprise,EnterpriseAdmin,portal_other,4,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/EnterpriseAdmin.tsx,"The EnterpriseAdmin page is a complex dashboard with multiple tabs. While some tabs pull data via tRPC queries, significant portions of the functionality (System Health alerts, Feature Flags) are entirely client-side simulations. It shares source with /portal/admin.","Replace the simulated data in the System Health and Feature Flags tabs with actual backend endpoints. If these features are not yet supported by the backend, remove them to prevent misleading users."
178,/portal/nerve-center,NerveCenter,portal_other,3,healthy,prototype,Retire,,0.95,client/src/pages/portal/NerveCenter.tsx,"The page is a highly gamified dashboard ('Nerve Center') heavily relying on hardcoded arrays (wins, achievements, events, fortunes) and simulated progress (BreathingPulse, StreakFlame, WealthTicker). Although it connects to tRPC for profile and client data, its core features are mock-ups meant to demonstrate engagement rather than functional tools.","Retire this prototype after owner approval, as it serves as a presentation-heavy mockup rather than a functional workflow. Any genuine gamification logic should be extracted into core reusable components."
179,/portal/arena,Arena,portal_other,3,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/Arena.tsx,"The Arena page is a heavily gamified prototype for advisors, featuring quests, skill trees, and a slot machine for loot drops. It relies largely on simulated or hardcoded data (e.g., getAutoQuests, LOOT_ITEMS, SKILL_BRANCHES) and random values for its core interactions, with minimal functional backend integration beyond fetching profiles and skills.",Move this page to Secondary Information as it is primarily a presentation-heavy prototype with simulated gamification mechanics. Require owner approval before deciding whether to retire it or invest in fully backing the gamification engine with real data.
180,/portal/my-world,MyWorld,portal_other,3,healthy,prototype,Retire,,0.95,client/src/pages/portal/MyWorld.tsx,"The page contains extensive hardcoded data (plants, clients, titles, stats) and simulated timers (Dream Mode timeout). While it fetches `profile` and `clientsData` via tRPC hooks, these variables are never used in the UI, making this a pure prototype with no real backend integration.","Retire the page since it is an unused, static prototype that offers no real value. The backend hooks are present but completely ignored in the rendering logic."
181,/portal/war-room,WarRoom,administration,5,healthy,mixed_connected,Improve,,0.85,client/src/pages/portal/WarRoom.tsx,"The page connects to tRPC endpoints for War Stories and Predictions, demonstrating real persistence for those features. However, Challenges and Whispers rely entirely on hardcoded mock data, making the overall implementation mixed. It serves as a useful supporting gamification page but is not an essential core workflow.",Connect the gamification features (Challenges and Whispers) to the database via tRPC to replace hardcoded mock data. Validate the real persistence of the prediction market and war stories.
